code_module,code_presentation,id_student,gender,region,highest_education,num_of_prev_attempts,studied_credits,disability,final_result,imd_band_numeric,age_0-35,age_35-55,age_55<=,weighted_grade,pass_rate,exam_taken,exam_score_filled,date,sum_click,withdrawn
BBB,2014J,687379,F,East Midlands Region,A Level or Equivalent,0,60,N,Pass,55.0,False,True,False,0.0,1.0,0.0,0.0,122.12720966521064,2.8736354838026994,0
BBB,2014J,687402,F,Wales,A Level or Equivalent,0,60,N,Pass,35.0,False,True,False,0.0,1.0,0.0,0.0,108.72816484517304,2.978825136612022,0
BBB,2014J,687404,F,Wales,HE Qualification,0,60,N,Fail,95.0,True,False,False,0.0,0.0,0.0,0.0,16.833333333333332,1.6666666666666667,0
BBB,2014J,687406,F,Wales,HE Qualification,0,60,N,Pass,55.0,False,True,False,0.0,1.0,0.0,0.0,69.5212432091957,2.318628865687689,0
BBB,2014J,687421,F,East Midlands Region,Lower Than A Level,0,60,N,Pass,5.0,False,True,False,0.0,1.0,0.0,0.0,98.5705500111586,2.9835374964402113,0
BBB,2014J,687444,F,West Midlands Region,Lower Than A Level,0,60,N,Withdrawn,35.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,687533,F,Wales,A Level or Equivalent,0,60,N,Distinction,35.0,True,False,False,0.0,0.8,0.0,0.0,101.97960834397617,3.267797847108192,0
BBB,2014J,687566,M,South West Region,HE Qualification,0,120,N,Distinction,35.0,False,True,False,0.0,1.0,0.0,0.0,91.36578057536053,3.5029513046399643,0
BBB,2014J,687575,F,South West Region,Lower Than A Level,0,120,N,Distinction,35.0,False,True,False,0.0,1.0,0.0,0.0,103.3901998436913,2.912715414290367,0
BBB,2014J,687578,F,London Region,Lower Than A Level,0,60,N,Withdrawn,15.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,687683,F,South Region,HE Qualification,0,120,N,Pass,55.0,True,False,False,0.0,1.0,0.0,0.0,119.67072310405645,3.552135998432295,0
BBB,2014J,687688,F,Scotland,Lower Than A Level,0,120,N,Pass,15.0,True,False,False,0.0,1.0,0.0,0.0,102.2921716286078,4.252697568389058,0
BBB,2014J,687769,F,Scotland,HE Qualification,0,120,N,Pass,35.0,True,False,False,0.0,0.8,0.0,0.0,110.52531551341075,3.684280446185208,0
BBB,2014J,687822,F,Scotland,A Level or Equivalent,0,60,N,Withdrawn,75.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,687977,F,East Midlands Region,A Level or Equivalent,0,60,N,Withdrawn,15.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,687978,F,South West Region,Lower Than A Level,0,60,N,Withdrawn,35.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,688000,F,East Midlands Region,A Level or Equivalent,0,120,N,Withdrawn,65.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,688011,F,South East Region,A Level or Equivalent,0,60,N,Pass,65.0,True,False,False,0.0,1.0,0.0,0.0,130.35006699649557,2.0638064316635747,0
BBB,2014J,688106,F,London Region,A Level or Equivalent,0,60,N,Withdrawn,5.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,688130,F,Scotland,Lower Than A Level,0,60,Y,Pass,5.0,True,False,False,0.0,0.6,0.0,0.0,122.40555555555557,1.5583333333333333,0
BBB,2014J,688135,F,North Western Region,A Level or Equivalent,0,60,N,Pass,25.0,True,False,False,0.0,0.8,0.0,0.0,76.81130718954248,2.518853238265003,0
BBB,2014J,688144,F,Scotland,A Level or Equivalent,0,60,Y,Withdrawn,5.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,688167,F,West Midlands Region,A Level or Equivalent,0,150,N,Pass,85.0,True,False,False,0.0,0.8,0.0,0.0,88.91962034520175,3.4023216662751548,0
BBB,2014J,688208,M,South West Region,Lower Than A Level,0,120,N,Withdrawn,55.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,688263,F,East Anglian Region,Lower Than A Level,0,60,N,Fail,35.0,False,True,False,0.0,0.2,0.0,0.0,15.84375,1.7708333333333333,0
BBB,2014J,688301,F,Wales,Lower Than A Level,0,60,N,Fail,45.0,False,True,False,0.0,0.2,0.0,0.0,7.288690476190476,1.6607142857142858,0
BBB,2014J,688376,F,Scotland,A Level or Equivalent,0,60,N,Pass,5.0,False,True,False,0.0,1.0,0.0,0.0,109.85020375545692,2.843499187170073,0
BBB,2014J,688398,F,Yorkshire Region,Lower Than A Level,0,60,N,Fail,5.0,True,False,False,0.0,0.2,0.0,0.0,15.236559139784946,2.4722222222222223,0
BBB,2014J,688513,F,North Western Region,A Level or Equivalent,0,60,N,Pass,45.0,True,False,False,0.0,0.8,0.0,0.0,95.87034274798074,2.515516599201664,0
BBB,2014J,688519,M,East Anglian Region,Lower Than A Level,0,60,N,Pass,65.0,False,True,False,0.0,1.0,0.0,0.0,96.75249243074579,3.1716507326898626,0
BBB,2014J,688522,F,Wales,Lower Than A Level,0,120,N,Withdrawn,35.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,688545,F,Scotland,Lower Than A Level,0,60,N,Withdrawn,45.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,688599,F,North Western Region,Lower Than A Level,0,60,N,Fail,5.0,True,False,False,0.0,0.4,0.0,0.0,28.39591836734694,1.935034013605442,0
BBB,2014J,688600,F,London Region,Lower Than A Level,0,120,N,Withdrawn,55.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,688638,F,South West Region,Lower Than A Level,0,60,N,Pass,75.0,True,False,False,0.0,1.0,0.0,0.0,88.54251198716395,2.4968002097883253,0
BBB,2014J,688710,F,East Anglian Region,A Level or Equivalent,0,120,N,Withdrawn,75.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,688927,F,East Anglian Region,Lower Than A Level,0,120,N,Withdrawn,45.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,688954,M,South Region,Lower Than A Level,0,60,N,Pass,55.0,False,True,False,0.0,0.8,0.0,0.0,99.1460037186659,3.3836312868896155,0
BBB,2014J,688997,F,Yorkshire Region,Lower Than A Level,0,180,N,Withdrawn,25.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,689069,F,East Anglian Region,A Level or Equivalent,0,60,Y,Fail,25.0,True,False,False,0.0,0.4,0.0,0.0,24.0530303030303,2.4462412587412588,0
BBB,2014J,689089,F,Ireland,Lower Than A Level,0,60,N,Fail,15.0,True,False,False,0.0,0.6,0.0,0.0,91.41358024691357,2.45679012345679,0
BBB,2014J,689094,F,Ireland,A Level or Equivalent,0,60,N,Pass,15.0,True,False,False,0.0,1.0,0.0,0.0,118.18672839506172,3.577050264550264,0
BBB,2014J,689095,F,Ireland,Lower Than A Level,0,60,N,Pass,25.0,False,True,False,0.0,1.0,0.0,0.0,105.55990090336022,2.56841375678585,0
BBB,2014J,689097,F,Ireland,A Level or Equivalent,0,60,N,Pass,55.0,False,True,False,0.0,1.0,0.0,0.0,94.73631474668433,3.8903434119044165,0
BBB,2014J,689107,F,Ireland,Lower Than A Level,0,60,N,Fail,45.0,False,True,False,0.0,0.2,0.0,0.0,23.0,1.0,0
BBB,2014J,689112,F,Ireland,Lower Than A Level,0,60,N,Withdrawn,25.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,689113,F,Ireland,Lower Than A Level,0,60,N,Pass,55.0,False,True,False,0.0,1.0,0.0,0.0,141.1867816091954,1.8117816091954022,0
BBB,2014J,689124,F,Ireland,Lower Than A Level,0,60,N,Pass,35.0,False,True,False,0.0,0.8,0.0,0.0,75.87821581196582,3.2123473748473748,0
BBB,2014J,689129,F,Ireland,A Level or Equivalent,0,60,N,Pass,35.0,True,False,False,0.0,0.8,0.0,0.0,104.49247419247419,2.3307026307026306,0
BBB,2014J,689131,F,Scotland,A Level or Equivalent,0,60,Y,Pass,95.0,True,False,False,0.0,1.0,0.0,0.0,90.44575160611745,2.4137152143249705,0
BBB,2014J,689132,F,Ireland,Lower Than A Level,0,60,N,Pass,75.0,False,True,False,0.0,1.0,0.0,0.0,98.68151681351898,2.4519156346749225,0
BBB,2014J,689139,F,Ireland,Lower Than A Level,0,60,N,Pass,55.0,False,True,False,0.0,1.0,0.0,0.0,83.49045474045474,2.279096954096954,0
BBB,2014J,689141,M,Ireland,A Level or Equivalent,0,60,N,Pass,35.0,True,False,False,0.0,0.8,0.0,0.0,57.82837301587302,2.1860302763080544,0
BBB,2014J,689147,F,Ireland,A Level or Equivalent,0,60,N,Pass,35.0,True,False,False,0.0,1.0,0.0,0.0,109.18302068302067,3.511992945326279,0
BBB,2014J,689148,F,Ireland,A Level or Equivalent,0,60,N,Distinction,65.0,True,False,False,0.0,1.0,0.0,0.0,81.14015499533147,2.4612271241830066,0
BBB,2014J,689157,F,Ireland,A Level or Equivalent,0,60,N,Pass,15.0,True,False,False,0.0,1.0,0.0,0.0,130.71354843073593,2.407886904761905,0
BBB,2014J,689173,F,Ireland,Lower Than A Level,0,60,N,Withdrawn,55.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,689178,F,Ireland,Lower Than A Level,0,60,N,Fail,95.0,True,False,False,0.0,0.4,0.0,0.0,16.31872427983539,3.6302175191064077,0
BBB,2014J,689180,F,Ireland,A Level or Equivalent,0,60,N,Withdrawn,45.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,689185,F,Ireland,A Level or Equivalent,0,60,N,Fail,45.0,False,True,False,0.0,0.8,0.0,0.0,63.179903646559474,1.6664048703411098,0
BBB,2014J,689187,F,East Midlands Region,Lower Than A Level,0,60,N,Pass,55.0,False,True,False,0.0,0.8,0.0,0.0,98.55621867167919,3.7317199248120296,0
BBB,2014J,689228,F,Ireland,Lower Than A Level,0,60,N,Fail,85.0,False,True,False,0.0,0.6,0.0,0.0,57.11635251322752,2.2262566137566138,0
BBB,2014J,689230,F,Ireland,A Level or Equivalent,0,120,N,Pass,45.0,False,True,False,0.0,1.0,0.0,0.0,78.48432105868815,3.1940238734542534,0
BBB,2014J,689265,F,Ireland,Lower Than A Level,0,60,N,Pass,5.0,True,False,False,0.0,1.0,0.0,0.0,81.46980691266405,2.531842231842232,0
BBB,2014J,689267,F,Ireland,Lower Than A Level,0,60,N,Pass,65.0,False,True,False,0.0,1.0,0.0,0.0,127.83571428571429,2.728095238095238,0
BBB,2014J,689274,F,Ireland,Lower Than A Level,0,60,N,Pass,75.0,False,True,False,0.0,1.0,0.0,0.0,120.84491825198864,4.388321259362437,0
BBB,2014J,689287,F,West Midlands Region,A Level or Equivalent,0,60,N,Distinction,25.0,True,False,False,0.0,0.8,0.0,0.0,105.73010565600424,2.5913442943449363,0
BBB,2014J,689298,M,North Western Region,Lower Than A Level,0,120,Y,Fail,35.0,True,False,False,0.0,0.7303959843837144,0.0,0.0,5.0,2.7142857142857144,0
BBB,2014J,689329,F,London Region,Lower Than A Level,0,60,Y,Fail,35.0,True,False,False,0.0,0.4,0.0,0.0,54.41583333333333,2.3713888888888888,0
BBB,2014J,689333,F,West Midlands Region,A Level or Equivalent,0,150,N,Pass,25.0,True,False,False,0.0,0.8,0.0,0.0,92.43507246376812,4.660289855072464,0
BBB,2014J,689350,F,South Region,Lower Than A Level,0,120,N,Withdrawn,75.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,689397,F,Ireland,A Level or Equivalent,0,60,N,Fail,95.0,True,False,False,0.0,1.0,0.0,0.0,142.95833333333334,3.336904761904762,0
BBB,2014J,689406,M,North Western Region,Lower Than A Level,0,60,N,Pass,35.0,False,True,False,0.0,0.6,0.0,0.0,56.25141929499072,2.1616202844774275,0
BBB,2014J,689478,F,East Midlands Region,Lower Than A Level,0,120,N,Withdrawn,25.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,689487,F,East Anglian Region,Lower Than A Level,0,60,N,Fail,85.0,True,False,False,0.0,0.4,0.0,0.0,49.95753968253968,2.134920634920635,0
BBB,2014J,689493,F,Scotland,A Level or Equivalent,0,60,N,Withdrawn,55.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,689563,F,West Midlands Region,Lower Than A Level,0,120,N,Pass,65.0,True,False,False,0.0,1.0,0.0,0.0,84.19643882211102,2.9499729326102324,0
BBB,2014J,689628,F,Yorkshire Region,Lower Than A Level,0,60,N,Withdrawn,5.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,689662,F,South West Region,Lower Than A Level,0,60,N,Pass,75.0,False,True,False,0.0,1.0,0.0,0.0,131.7264980061246,3.5588466847597213,0
BBB,2014J,689665,F,South West Region,Lower Than A Level,0,60,N,Pass,25.0,True,False,False,0.0,1.0,0.0,0.0,94.10941711590296,4.040251572327044,0
BBB,2014J,689727,F,South West Region,A Level or Equivalent,0,60,Y,Pass,55.0,True,False,False,0.0,1.0,0.0,0.0,88.38714469492771,2.6121161071632772,0
BBB,2014J,689768,F,London Region,A Level or Equivalent,0,60,N,Pass,35.0,True,False,False,0.0,1.0,0.0,0.0,99.03611844737895,1.5519007603041217,0
BBB,2014J,689775,F,London Region,Lower Than A Level,0,60,N,Fail,15.0,True,False,False,0.0,0.4,0.0,0.0,109.0,2.5,0
BBB,2014J,689778,F,South Region,Lower Than A Level,0,120,N,Withdrawn,25.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,689808,F,North Western Region,A Level or Equivalent,0,120,N,Withdrawn,45.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,689828,M,South Region,A Level or Equivalent,0,60,N,Pass,95.0,True,False,False,0.0,0.8,0.0,0.0,34.12430555555555,1.8354166666666667,0
BBB,2014J,689896,F,South Region,HE Qualification,0,60,N,Withdrawn,75.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,689925,F,East Midlands Region,Lower Than A Level,0,60,N,Withdrawn,35.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,689936,F,East Midlands Region,A Level or Equivalent,0,60,N,Pass,35.0,True,False,False,0.0,0.8,0.0,0.0,44.23316393751177,3.660304912478826,0
BBB,2014J,689952,M,London Region,A Level or Equivalent,0,120,N,Withdrawn,15.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,689975,F,Ireland,Lower Than A Level,0,60,N,Pass,55.0,True,False,False,0.0,1.0,0.0,0.0,82.93810852465987,2.8289301658163266,0
BBB,2014J,690003,M,Ireland,Lower Than A Level,0,60,N,Pass,65.0,True,False,False,0.0,1.0,0.0,0.0,89.35927170868348,2.152273180458624,0
BBB,2014J,690089,F,Ireland,Lower Than A Level,0,60,N,Pass,15.0,False,True,False,0.0,1.0,0.0,0.0,107.80194235588972,2.4980634557408012,0
BBB,2014J,690102,M,Ireland,Lower Than A Level,0,60,N,Withdrawn,15.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,690116,F,Ireland,A Level or Equivalent,0,60,N,Pass,45.0,False,True,False,0.0,1.0,0.0,0.0,124.37694793418144,4.189721244038366,0
BBB,2014J,690211,F,South Region,A Level or Equivalent,0,120,N,Pass,85.0,True,False,False,0.0,0.8,0.0,0.0,103.96203140830801,3.220876868034448,0
BBB,2014J,690235,F,North Western Region,Lower Than A Level,0,120,N,Withdrawn,75.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,690318,M,Wales,Lower Than A Level,0,60,N,Pass,65.0,False,True,False,0.0,1.0,0.0,0.0,92.03639323639324,2.291267991267991,0
BBB,2014J,690319,F,Wales,HE Qualification,0,60,N,Pass,95.0,False,True,False,0.0,1.0,0.0,0.0,81.32720883534137,3.659487951807229,0
BBB,2014J,690329,F,East Anglian Region,Lower Than A Level,0,120,N,Withdrawn,95.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,690359,F,London Region,Post Graduate Qualification,0,120,N,Distinction,25.0,False,True,False,0.0,0.8,0.0,0.0,169.97690235690234,2.8986195286195287,0
BBB,2014J,690366,M,South Region,A Level or Equivalent,0,60,N,Withdrawn,95.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,690384,F,West Midlands Region,Lower Than A Level,0,120,N,Pass,55.0,True,False,False,0.0,0.8,0.0,0.0,71.82404084499976,2.215001505343971,0
BBB,2014J,690430,M,West Midlands Region,Lower Than A Level,0,60,N,Withdrawn,35.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,690469,F,Scotland,A Level or Equivalent,0,60,N,Pass,45.0,True,False,False,0.0,0.8,0.0,0.0,95.75580424230876,3.705063908871899,0
BBB,2014J,690548,F,Yorkshire Region,A Level or Equivalent,0,60,N,Fail,25.0,True,False,False,0.0,0.2,0.0,0.0,15.517460317460317,1.577777777777778,0
BBB,2014J,690554,F,North Region,Lower Than A Level,0,60,N,Withdrawn,25.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,690766,F,South East Region,HE Qualification,0,120,N,Pass,85.0,True,False,False,0.0,1.0,0.0,0.0,73.1138816959615,3.324506490449287,0
BBB,2014J,690767,F,West Midlands Region,A Level or Equivalent,0,60,N,Fail,45.0,True,False,False,0.0,0.8,0.0,0.0,72.18152958152959,2.5840187590187593,0
BBB,2014J,690825,F,Yorkshire Region,HE Qualification,0,120,N,Withdrawn,15.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,690902,F,North Western Region,Lower Than A Level,0,180,Y,Pass,25.0,False,True,False,0.0,1.0,0.0,0.0,115.98612406377781,3.260265608180739,0
BBB,2014J,690940,F,East Midlands Region,Lower Than A Level,0,60,N,Withdrawn,25.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,690967,F,East Midlands Region,Lower Than A Level,0,60,Y,Pass,25.0,True,False,False,0.0,1.0,0.0,0.0,112.40543729412973,1.9976681677339572,0
BBB,2014J,691006,F,Scotland,Lower Than A Level,0,60,N,Fail,65.0,False,True,False,0.0,0.6,0.0,0.0,34.505920815295816,1.8601393398268398,0
BBB,2014J,691026,F,East Anglian Region,A Level or Equivalent,0,60,N,Pass,85.0,True,False,False,0.0,0.8,0.0,0.0,101.00105981416958,5.427574965684722,0
BBB,2014J,691028,F,East Midlands Region,A Level or Equivalent,0,180,N,Withdrawn,5.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,691094,F,West Midlands Region,Lower Than A Level,0,120,N,Pass,5.0,True,False,False,0.0,1.0,0.0,0.0,102.81461538461538,2.0433333333333334,0
BBB,2014J,691106,F,Wales,A Level or Equivalent,0,60,N,Pass,75.0,True,False,False,0.0,0.8,0.0,0.0,40.351851851851855,1.4185185185185185,0
BBB,2014J,691122,M,East Anglian Region,A Level or Equivalent,0,60,N,Pass,65.0,True,False,False,0.0,1.0,0.0,0.0,79.29598525309447,2.40006868805809,0
BBB,2014J,691272,F,East Anglian Region,HE Qualification,0,120,N,Withdrawn,45.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,691286,F,North Region,Lower Than A Level,0,60,N,Withdrawn,15.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,691312,F,Ireland,A Level or Equivalent,0,60,N,Pass,75.0,True,False,False,0.0,1.0,0.0,0.0,128.3335140224885,2.1760507747748963,0
BBB,2014J,691343,M,West Midlands Region,A Level or Equivalent,0,180,N,Withdrawn,5.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,691353,F,Ireland,Lower Than A Level,0,60,N,Withdrawn,25.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,691367,M,South East Region,A Level or Equivalent,0,120,N,Withdrawn,85.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,691411,F,East Anglian Region,A Level or Equivalent,0,120,N,Withdrawn,35.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,691413,F,Wales,HE Qualification,0,60,N,Distinction,65.0,True,False,False,0.0,0.8,0.0,0.0,90.20145941907072,4.488722454472965,0
BBB,2014J,691509,F,London Region,A Level or Equivalent,0,120,N,Withdrawn,15.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,691514,F,Wales,Lower Than A Level,0,60,N,Pass,25.0,True,False,False,0.0,1.0,0.0,0.0,90.53125,2.65625,0
BBB,2014J,691663,F,East Midlands Region,A Level or Equivalent,0,120,N,Withdrawn,5.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,691683,F,East Midlands Region,Lower Than A Level,0,60,N,Pass,15.0,False,True,False,0.0,1.0,0.0,0.0,103.24489364982664,4.087750738960716,0
BBB,2014J,691717,F,East Anglian Region,A Level or Equivalent,0,60,N,Pass,55.0,True,False,False,0.0,1.0,0.0,0.0,87.64823040674602,3.0416827876984125,0
BBB,2014J,691815,F,East Anglian Region,A Level or Equivalent,0,90,N,Withdrawn,25.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,691835,M,North Western Region,HE Qualification,0,120,N,Distinction,85.0,True,False,False,0.0,0.8,0.0,0.0,37.07745875918953,2.3042025282409897,0
BBB,2014J,691851,M,West Midlands Region,A Level or Equivalent,0,60,N,Pass,25.0,True,False,False,0.0,1.0,0.0,0.0,108.77445870935574,2.3819863118490123,0
BBB,2014J,691856,F,West Midlands Region,A Level or Equivalent,0,60,N,Pass,75.0,True,False,False,0.0,1.0,0.0,0.0,63.276785714285715,3.2351190476190474,0
BBB,2014J,691867,F,London Region,A Level or Equivalent,0,60,N,Withdrawn,55.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,691869,F,North Region,Lower Than A Level,0,60,N,Pass,15.0,True,False,False,0.0,1.0,0.0,0.0,131.02078141601467,1.8403409639717956,0
BBB,2014J,691907,F,Ireland,HE Qualification,0,60,N,Pass,55.0,True,False,False,0.0,1.0,0.0,0.0,98.43192263565547,2.8178627405809507,0
BBB,2014J,691997,F,London Region,A Level or Equivalent,0,60,N,Fail,5.0,True,False,False,0.0,1.0,0.0,0.0,52.24901960784314,1.8009803921568628,0
BBB,2014J,692164,F,Scotland,Lower Than A Level,0,60,Y,Pass,5.0,True,False,False,0.0,0.8,0.0,0.0,93.36464111139044,3.331422451772796,0
BBB,2014J,692175,F,Scotland,Lower Than A Level,0,60,N,Fail,65.0,True,False,False,0.0,0.8,0.0,0.0,83.63458663683383,3.606877418996199,0
BBB,2014J,692181,F,Wales,HE Qualification,0,120,N,Pass,35.0,True,False,False,0.0,0.8,0.0,0.0,95.05081621277273,2.3651366990497427,0
BBB,2014J,692196,F,Wales,HE Qualification,0,120,N,Distinction,45.0,True,False,False,0.0,0.8,0.0,0.0,76.36119119169119,3.845473851973852,0
BBB,2014J,692207,F,Ireland,Lower Than A Level,0,60,N,Pass,55.0,True,False,False,0.0,0.8,0.0,0.0,88.75595238095238,3.824404761904762,0
BBB,2014J,692215,F,West Midlands Region,HE Qualification,0,120,N,Distinction,15.0,True,False,False,0.0,1.0,0.0,0.0,111.17786263698613,2.946073143459822,0
BBB,2014J,692355,F,Scotland,A Level or Equivalent,0,120,N,Pass,65.0,True,False,False,0.0,1.0,0.0,0.0,97.74303726105795,3.2438292537215534,0
BBB,2014J,692384,F,East Anglian Region,Lower Than A Level,0,60,Y,Withdrawn,45.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,692392,F,South East Region,Lower Than A Level,0,120,N,Withdrawn,15.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,692473,F,Wales,Lower Than A Level,0,60,N,Pass,55.0,True,False,False,0.0,1.0,0.0,0.0,130.96883289124668,2.858311229000884,0
BBB,2014J,692474,F,Wales,Lower Than A Level,0,60,N,Fail,45.0,True,False,False,0.0,0.6,0.0,0.0,51.10114914021164,1.4254794973544973,0
BBB,2014J,692479,F,Wales,Lower Than A Level,0,60,N,Withdrawn,85.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,692482,M,Wales,Lower Than A Level,0,60,N,Fail,55.0,True,False,False,0.0,0.7303959843837144,0.0,0.0,8.954545454545455,1.5909090909090908,0
BBB,2014J,692484,F,Wales,HE Qualification,0,60,N,Pass,25.0,False,True,False,0.0,0.8,0.0,0.0,71.36345973782771,3.2107209737827715,0
BBB,2014J,692496,F,Wales,Lower Than A Level,0,60,N,Fail,25.0,True,False,False,0.0,0.4,0.0,0.0,18.927272727272726,1.6,0
BBB,2014J,692502,F,North Western Region,HE Qualification,0,60,N,Pass,5.0,True,False,False,0.0,1.0,0.0,0.0,87.34644813519813,8.393071442446443,0
BBB,2014J,692515,F,Wales,Lower Than A Level,0,60,N,Fail,5.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0
BBB,2014J,692518,F,Wales,A Level or Equivalent,0,60,N,Pass,5.0,False,True,False,0.0,1.0,0.0,0.0,87.0701831577027,3.525382055267412,0
BBB,2014J,692521,F,Wales,A Level or Equivalent,0,60,N,Fail,55.0,True,False,False,0.0,0.6,0.0,0.0,143.15714285714287,1.2714285714285716,0
BBB,2014J,692522,F,Wales,A Level or Equivalent,0,60,N,Pass,25.0,True,False,False,0.0,1.0,0.0,0.0,72.32007575757576,2.194042699724518,0
BBB,2014J,692525,M,Wales,A Level or Equivalent,0,60,N,Fail,75.0,True,False,False,0.0,1.0,0.0,0.0,77.51926348564366,1.6743881104851783,0
BBB,2014J,692528,F,Wales,Lower Than A Level,0,60,N,Withdrawn,45.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,692532,F,Wales,HE Qualification,0,60,N,Withdrawn,15.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,692537,F,Wales,A Level or Equivalent,0,60,N,Withdrawn,35.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,692540,M,Wales,A Level or Equivalent,0,60,N,Withdrawn,25.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,692542,F,Wales,A Level or Equivalent,0,60,N,Withdrawn,95.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1
BBB,2014J,692544,F,Wales,Lower Than A Level,0,60,N,Pass,15.0,False,True,False,0.0,0.8,0.0,0.0,76.91353615520282,1.9666666666666668,0
BBB,2014J,692547,F,Wales,Lower Than A Level,0,60,N,Fail,5.0,False,True,False,0.0,0.7303959843837144,0.0,0.0,-9.0,3.1666666666666665,0
BBB,2014J,692553,F,Wales,Lower Than A Level,0,60,Y,Fail,25.0,True,False,False,0.0,0.6,0.0,0.0,59.58977455716586,2.054001610305958,0
BBB,2014J,692572,F,Yorkshire Region,Lower Than A Level,0,60,N,Pass,75.0,True,False,False,0.0,0.8,0.0,0.0,94.75383709705586,3.119459058907048,0
BBB,2014J,692609,F,South Region,A Level or Equivalent,0,60,Y,Distinction,85.0,False,True,False,0.0,1.0,0.0,0.0,87.30856853197221,4.613978545942663,0
BBB,2014J,692625,F,South Region,A Level or Equivalent,0,60,N,Withdrawn,55.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1
