code_module;code_presentation;id_student;gender;region;highest_education;num_of_prev_attempts;studied_credits;disability;imd_band_numeric;age_0-35;age_35-55;age_55<=;weighted_grade;pass_rate;exam_taken;exam_score_filled;date;sum_click;withdrawn
FFF;2013J;2112291;M;South East Region;A Level or Equivalent;0;120;Y;65.0;False;True;False;0.0;0.6666666666666666;0.0;0.0;63.65396416510603;3.7802267097215188;0
FFF;2014J;354698;M;North Region;Lower Than A Level;2;90;N;47.115494568324756;False;True;False;0.0;1.0;0.0;0.0;144.5788310827104;6.344901219470185;0
DDD;2014B;2638464;M;London Region;HE Qualification;0;60;N;25.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
DDD;2013J;104772;M;South West Region;A Level or Equivalent;0;60;N;75.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
BBB;2013J;585461;F;West Midlands Region;A Level or Equivalent;0;60;N;45.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
DDD;2013B;443055;F;West Midlands Region;Lower Than A Level;2;180;N;5.0;True;False;False;0.0;0.6377753701697364;0.5652582159624413;31.854460093896712;9.88764880952381;1.7257440476190475;0
BBB;2014J;630597;F;West Midlands Region;Lower Than A Level;0;60;N;5.0;True;False;False;0.0;1.0;0.0;0.0;135.78571428571428;1.6428571428571428;0
AAA;2014J;292525;M;South Region;A Level or Equivalent;0;60;N;75.0;True;False;False;0.0;1.0;0.0;0.0;118.98136553369112;2.5932915921288013;0
FFF;2014B;629022;M;North Region;Lower Than A Level;0;60;N;47.115494568324756;True;False;False;0.0;0.8333333333333334;0.0;0.0;126.09575791855204;3.7151960784313727;0
FFF;2014J;648470;F;South East Region;A Level or Equivalent;0;90;N;35.0;True;False;False;0.0;1.0;0.0;0.0;105.5654197991325;3.8305713570874533;0
DDD;2013J;504368;M;East Anglian Region;Lower Than A Level;1;60;N;45.0;True;False;False;0.0;0.3333333333333333;0.0;0.0;29.883666666666667;2.168095238095238;0
FFF;2014B;351181;F;East Anglian Region;HE Qualification;0;60;N;45.0;False;True;False;0.0;1.0;0.0;0.0;104.56005213166168;2.9620791843913308;0
BBB;2013B;155735;F;West Midlands Region;Lower Than A Level;1;60;N;5.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
BBB;2014B;563945;M;Scotland;Lower Than A Level;0;90;N;75.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
FFF;2014J;678877;F;Scotland;HE Qualification;0;120;N;65.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
GGG;2013J;602401;M;North Region;Lower Than A Level;0;30;N;25.0;True;False;False;0.0;1.0;0.0;0.0;135.07721133750272;3.080224138249115;0
DDD;2013J;138709;M;North Region;Lower Than A Level;1;60;Y;15.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
GGG;2013J;588963;F;North Region;A Level or Equivalent;0;30;N;85.0;True;False;False;0.0;0.1111111111111111;0.0;0.0;23.0;1.0;0
BBB;2014J;687566;M;South West Region;HE Qualification;0;120;N;35.0;False;True;False;0.0;1.0;0.0;0.0;91.36578057536053;3.5029513046399643;0
EEE;2013J;595362;M;North Western Region;A Level or Equivalent;0;60;N;25.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
BBB;2013B;553320;F;Wales;Lower Than A Level;0;60;N;5.0;False;True;False;0.0;0.09090909090909091;0.0;0.0;10.495111111111111;3.4035555555555557;0
FFF;2013J;588539;M;North Region;Lower Than A Level;0;60;N;85.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
CCC;2014B;2698535;M;Wales;Lower Than A Level;0;60;N;55.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
DDD;2013J;1644568;F;East Anglian Region;Lower Than A Level;0;60;Y;55.0;False;True;False;0.0;0.6982071713147411;0.6420982735723771;41.732403718459494;20.0;2.0;0
CCC;2014J;638243;M;West Midlands Region;A Level or Equivalent;0;120;Y;5.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
EEE;2014J;676724;M;Scotland;A Level or Equivalent;0;30;N;55.0;True;False;False;0.0;1.0;0.0;0.0;96.73803466708206;3.7721906931768294;0
AAA;2013J;2578995;F;West Midlands Region;A Level or Equivalent;0;60;Y;15.0;True;False;False;0.0;1.0;0.0;0.0;97.4093291899806;3.392559881433121;0
BBB;2014B;625493;F;South East Region;A Level or Equivalent;0;60;Y;55.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
CCC;2014B;527826;F;Wales;HE Qualification;0;90;N;35.0;True;False;False;0.0;1.0;1.0;98.0;103.0508718473738;2.751382143708397;0
CCC;2014B;555604;M;Yorkshire Region;A Level or Equivalent;0;90;N;35.0;True;False;False;0.0;0.75;1.0;50.0;151.19443232421173;3.747479350714645;0
FFF;2013J;581770;M;East Anglian Region;A Level or Equivalent;0;60;N;35.0;True;False;False;0.0;1.0;0.0;0.0;71.14187573162168;4.142485755251853;0
FFF;2014J;692220;M;North Western Region;Lower Than A Level;0;60;N;55.0;True;False;False;0.0;1.0;0.0;0.0;90.55827690446036;2.955062360044722;0
FFF;2013B;467506;M;South West Region;A Level or Equivalent;0;180;N;75.0;False;True;False;0.0;1.0;0.0;0.0;92.75933514502402;3.534887738652456;0
FFF;2013J;1980822;F;Scotland;Lower Than A Level;1;60;N;85.0;True;False;False;0.0;1.0;0.0;0.0;134.84134105058018;3.7072431958301526;0
DDD;2013J;444541;F;North Region;A Level or Equivalent;0;60;N;5.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
FFF;2014J;650952;M;South Region;Lower Than A Level;0;60;N;75.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
BBB;2014B;629424;F;Wales;Lower Than A Level;0;60;N;45.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
BBB;2013B;511527;F;South Region;A Level or Equivalent;0;60;Y;65.0;True;False;False;0.0;0.5454545454545454;0.0;0.0;27.342261904761905;1.9910714285714286;0
EEE;2014J;520750;M;Wales;HE Qualification;0;90;N;45.0;True;False;False;0.0;0.8505347593582888;0.0;0.0;-10.132142857142856;2.3273809523809526;0
BBB;2014J;499819;F;Yorkshire Region;A Level or Equivalent;0;60;N;15.0;True;False;False;0.0;1.0;0.0;0.0;98.3712140619548;3.311570158792381;0
DDD;2014J;654502;F;South East Region;A Level or Equivalent;0;90;N;5.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
BBB;2013J;265170;F;Wales;A Level or Equivalent;0;60;N;45.0;True;False;False;0.0;0.36363636363636365;0.0;0.0;15.939404174573056;1.8416997680792746;0
BBB;2014J;480988;F;South Region;HE Qualification;2;60;N;55.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
FFF;2013B;531866;M;Yorkshire Region;A Level or Equivalent;0;60;N;75.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
GGG;2013J;2386281;F;South East Region;Lower Than A Level;0;30;Y;95.0;False;True;False;0.0;0.7777777777777778;0.0;0.0;112.8208423458075;3.661616513567733;0
BBB;2013B;389369;M;Wales;A Level or Equivalent;0;120;N;15.0;True;False;False;0.0;1.0;0.0;0.0;103.28235802148845;1.5989821696343434;0
BBB;2014B;630561;F;South West Region;A Level or Equivalent;0;60;N;95.0;True;False;False;0.0;0.8181818181818182;0.0;0.0;46.327494051433845;2.848652037909158;0
BBB;2013B;109938;F;Wales;HE Qualification;0;120;N;65.0;True;False;False;0.0;1.0;0.0;0.0;111.59797206761493;1.330875936233079;0
BBB;2014J;678283;F;Wales;Lower Than A Level;0;120;N;55.0;True;False;False;0.0;0.2;0.0;0.0;26.26904761904762;2.6089285714285713;0
BBB;2014J;2216682;M;Ireland;A Level or Equivalent;0;60;N;95.0;True;False;False;0.0;1.0;0.0;0.0;149.3436122357175;1.9677987704303495;0
FFF;2013J;393827;F;London Region;A Level or Equivalent;1;150;N;35.0;True;False;False;0.0;0.9166666666666666;0.0;0.0;175.2823775475461;4.534309791332263;0
DDD;2014J;595215;M;Wales;A Level or Equivalent;0;60;N;85.0;True;False;False;0.0;1.0;1.0;82.0;144.95636223696394;2.293798707931924;0
DDD;2014B;484305;M;East Anglian Region;Lower Than A Level;2;150;N;15.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
DDD;2014J;593556;M;Scotland;HE Qualification;0;60;N;35.0;True;False;False;0.0;0.5;0.0;0.0;40.76171023965142;2.2265795206971677;0
CCC;2014B;497047;F;South East Region;Lower Than A Level;0;60;N;85.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
FFF;2013J;573481;M;South West Region;A Level or Equivalent;0;120;N;15.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
CCC;2014J;687345;M;South Region;A Level or Equivalent;0;90;N;65.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
FFF;2014J;539913;M;London Region;Lower Than A Level;0;210;N;25.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
FFF;2014J;524827;M;North Western Region;Lower Than A Level;0;60;N;15.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
BBB;2014B;629040;F;South Region;A Level or Equivalent;0;60;N;85.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
FFF;2014B;67986;F;Scotland;Lower Than A Level;0;60;N;85.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
FFF;2013B;555148;M;West Midlands Region;Lower Than A Level;0;60;N;5.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
DDD;2014J;561848;M;London Region;A Level or Equivalent;1;120;N;45.0;True;False;False;0.0;0.3333333333333333;1.0;60.0;26.956709956709958;1.6666666666666665;0
AAA;2013J;498857;M;North Western Region;HE Qualification;0;60;N;85.0;False;True;False;0.0;1.0;0.0;0.0;98.28771940949676;2.7516138158716283;0
CCC;2014J;621605;F;East Midlands Region;Lower Than A Level;0;60;N;85.0;False;True;False;0.0;0.5;1.0;56.0;103.91086592537617;3.1621998594599674;0
DDD;2014J;650376;M;Ireland;HE Qualification;0;60;N;47.115494568324756;True;False;False;0.0;1.0;1.0;73.0;51.97002796264254;1.195211669715344;0
FFF;2014J;499404;F;North Western Region;A Level or Equivalent;2;60;N;35.0;True;False;False;0.0;1.0;0.0;0.0;138.72875514632608;3.1209954722636137;0
BBB;2014B;623857;F;Wales;A Level or Equivalent;0;60;N;65.0;True;False;False;0.0;1.0;0.0;0.0;98.02031265871462;1.5498253880151163;0
FFF;2013B;327797;F;South West Region;Lower Than A Level;0;60;N;45.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
EEE;2014J;563321;M;South Region;HE Qualification;0;60;N;75.0;True;False;False;0.0;1.0;0.0;0.0;123.36674884778711;2.9543909495514287;0
BBB;2013J;2573570;F;North Western Region;A Level or Equivalent;0;60;N;65.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
DDD;2014J;690168;F;Scotland;HE Qualification;0;60;N;45.0;True;False;False;0.0;0.8333333333333334;1.0;64.0;114.45954160113286;1.6125292277496954;0
FFF;2014J;656510;M;East Anglian Region;Lower Than A Level;0;90;N;45.0;True;False;False;0.0;0.08333333333333333;0.0;0.0;15.765412186379928;2.0905913978494626;0
BBB;2014J;652556;F;East Midlands Region;A Level or Equivalent;0;60;N;15.0;False;True;False;0.0;0.8;0.0;0.0;78.12706535010884;2.220515474863301;0
BBB;2013B;513210;F;London Region;Lower Than A Level;1;120;Y;35.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
EEE;2014B;171334;M;South West Region;A Level or Equivalent;0;60;N;35.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
DDD;2013J;595723;M;West Midlands Region;Lower Than A Level;0;60;N;5.0;True;False;False;0.0;0.6982071713147411;0.6420982735723771;41.732403718459494;20.993589743589745;1.6153846153846154;0
DDD;2014B;622215;F;South Region;A Level or Equivalent;0;90;N;85.0;True;False;False;0.0;0.6666666666666666;1.0;42.0;99.13024691358025;4.41661918328585;0
DDD;2014J;632314;F;East Anglian Region;A Level or Equivalent;1;120;Y;35.0;True;False;False;0.0;1.0;1.0;33.0;79.12424242424242;1.580981691919192;0
DDD;2013J;576767;M;East Anglian Region;Lower Than A Level;0;120;N;85.0;False;True;False;0.0;0.6666666666666666;1.0;56.0;59.89391813741814;1.7256925851925853;0
EEE;2014B;604172;M;South Region;HE Qualification;0;30;N;65.0;False;True;False;0.0;1.0;0.0;0.0;91.79577673776164;3.122282220750376;0
BBB;2014J;689478;F;East Midlands Region;Lower Than A Level;0;120;N;25.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
DDD;2013B;347210;M;North Region;HE Qualification;0;90;N;47.115494568324756;False;False;True;0.0;0.0;0.0;0.0;0.0;0.0;1
CCC;2014J;549888;F;Scotland;A Level or Equivalent;0;150;N;35.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
CCC;2014B;521051;M;North Western Region;A Level or Equivalent;0;60;N;15.0;True;False;False;0.0;0.875;1.0;52.0;76.75079894852622;1.7875136647863918;0
BBB;2014J;647940;F;East Midlands Region;Lower Than A Level;0;60;N;5.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
FFF;2013J;571926;M;North Western Region;A Level or Equivalent;0;90;N;35.0;True;False;False;0.0;1.0;0.0;0.0;96.29634873000116;3.9767357536781405;0
CCC;2014J;587641;M;South West Region;A Level or Equivalent;0;30;N;75.0;True;False;False;0.0;0.25;0.0;0.0;20.09816919191919;2.8969381313131315;0
BBB;2013J;583012;F;South Region;Lower Than A Level;0;60;Y;65.0;True;False;False;0.0;0.9090909090909091;0.0;0.0;138.96536434579914;2.199503395155569;0
FFF;2014J;2535160;F;Scotland;A Level or Equivalent;0;60;N;55.0;False;True;False;0.0;0.7190721649484536;0.0;0.0;17.09375;2.15625;0
EEE;2014J;644905;M;South East Region;HE Qualification;0;120;N;45.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
DDD;2013J;2540195;M;South Region;HE Qualification;1;90;N;95.0;True;False;False;0.0;0.5;0.0;0.0;67.72271226324668;2.165948978222529;0
FFF;2014B;630868;M;South West Region;A Level or Equivalent;0;60;N;25.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
CCC;2014J;1674799;M;South Region;HE Qualification;0;60;N;75.0;False;False;True;0.0;0.875;1.0;48.0;126.57019414248171;2.2837676698575313;0
CCC;2014J;635573;M;Scotland;A Level or Equivalent;0;30;N;55.0;True;False;False;0.0;1.0;1.0;96.0;110.02637137402225;2.3458909735480846;0
GGG;2014B;112441;F;West Midlands Region;A Level or Equivalent;0;30;N;5.0;True;False;False;0.0;1.0;0.0;0.0;137.10641170879072;3.3623318619216893;0
CCC;2014J;508637;M;Scotland;HE Qualification;0;60;N;25.0;True;False;False;0.0;1.0;1.0;96.0;95.82974454974843;2.0413899080741986;0
FFF;2013J;537028;M;Scotland;Lower Than A Level;1;75;N;15.0;True;False;False;0.0;0.08333333333333333;0.0;0.0;16.088541666666668;1.8541666666666665;0
BBB;2013B;441181;F;East Anglian Region;HE Qualification;0;120;N;25.0;True;False;False;0.0;1.0;0.0;0.0;154.47367801048634;1.5638121390326685;0
GGG;2014J;684456;F;North Western Region;A Level or Equivalent;0;30;Y;5.0;True;False;False;0.0;1.0;0.0;0.0;105.01397401909318;2.2614316449336513;0
GGG;2013J;578666;F;West Midlands Region;A Level or Equivalent;0;30;N;25.0;False;True;False;0.0;0.6666666666666666;0.0;0.0;129.9530162064826;2.971186295030833;0
DDD;2014B;546040;M;East Midlands Region;HE Qualification;0;120;N;85.0;True;False;False;0.0;1.0;1.0;42.0;102.86879432624113;2.2778622087132727;0
BBB;2014J;596128;F;East Anglian Region;Lower Than A Level;0;60;N;55.0;False;True;False;0.0;1.0;0.0;0.0;68.22562276208164;3.5148005914113822;0
CCC;2014J;624354;F;South West Region;A Level or Equivalent;1;60;N;55.0;True;False;False;0.0;0.25;1.0;18.0;64.7360003544214;1.603956228956229;0
BBB;2013J;529597;F;East Midlands Region;Lower Than A Level;0;120;Y;5.0;True;False;False;0.0;0.36363636363636365;0.0;0.0;109.52272727272727;2.0303030303030303;0
FFF;2013J;577688;M;West Midlands Region;Lower Than A Level;0;90;N;35.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
CCC;2014B;1470291;F;South West Region;HE Qualification;0;90;N;75.0;False;True;False;0.0;0.5;1.0;92.0;124.67208513708513;1.750021645021645;0
FFF;2013J;2364905;M;North Western Region;Lower Than A Level;1;60;N;65.0;True;False;False;0.0;0.9166666666666666;0.0;0.0;118.40179245618626;4.306710256639768;0
DDD;2013J;415187;F;West Midlands Region;A Level or Equivalent;0;120;N;65.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
DDD;2013J;589875;M;South Region;Lower Than A Level;0;60;N;85.0;True;False;False;0.0;1.0;1.0;47.0;129.00054726546722;1.5545635599060768;0
DDD;2014J;2355701;M;East Anglian Region;HE Qualification;0;60;N;75.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
BBB;2014B;620047;F;South West Region;Lower Than A Level;0;60;N;15.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
BBB;2013B;511067;F;South Region;A Level or Equivalent;0;60;N;5.0;True;False;False;0.0;0.8181818181818182;0.0;0.0;96.0966214324031;1.8718775160149823;0
AAA;2013J;2586560;F;East Anglian Region;Lower Than A Level;0;60;N;85.0;False;True;False;0.0;1.0;0.0;0.0;98.79407260571578;4.411787254418803;0
FFF;2013J;596480;M;East Midlands Region;A Level or Equivalent;0;60;N;25.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
DDD;2014J;445474;M;South Region;A Level or Equivalent;0;60;N;45.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
CCC;2014J;2339333;M;South West Region;HE Qualification;0;30;N;95.0;False;True;False;0.0;0.375;1.0;86.0;123.65945302445303;1.8785714285714286;0
FFF;2013B;552740;F;London Region;A Level or Equivalent;0;90;N;45.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
CCC;2014B;592775;M;Yorkshire Region;HE Qualification;0;30;N;85.0;True;False;False;0.0;1.0;1.0;46.0;113.68502617881414;2.5955624882261414;0
BBB;2014J;653097;F;West Midlands Region;Lower Than A Level;0;60;N;25.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
FFF;2014B;438796;M;South Region;Post Graduate Qualification;0;120;N;95.0;False;True;False;0.0;1.0;0.0;0.0;88.40909356524344;3.607832936800874;0
CCC;2014B;370336;M;East Midlands Region;Lower Than A Level;0;150;N;35.0;True;False;False;0.0;0.125;0.0;0.0;11.306022408963585;3.0014005602240896;0
DDD;2014J;475839;M;South East Region;Lower Than A Level;0;120;Y;25.0;True;False;False;0.0;0.3333333333333333;0.0;0.0;48.32203398453399;2.834691697191697;0
CCC;2014B;610287;M;East Anglian Region;HE Qualification;0;60;N;85.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
DDD;2013J;442547;M;Yorkshire Region;A Level or Equivalent;0;90;N;35.0;True;False;False;0.0;0.8333333333333334;1.0;36.0;105.7859358884437;1.3590656911617516;0
DDD;2013J;552192;M;East Midlands Region;Lower Than A Level;1;90;N;25.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
FFF;2014J;1879321;M;Ireland;HE Qualification;0;90;N;75.0;False;True;False;0.0;1.0;0.0;0.0;99.74533315163892;2.9471146231079444;0
GGG;2013J;591849;M;London Region;Lower Than A Level;0;30;Y;35.0;False;True;False;0.0;1.0;0.0;0.0;87.29606575963719;1.7571541950113378;0
FFF;2014B;631135;F;South West Region;A Level or Equivalent;0;60;N;65.0;True;False;False;0.0;0.6897457158651188;0.0;0.0;6.085;февр.65;0
DDD;2014J;677449;M;West Midlands Region;A Level or Equivalent;0;60;Y;5.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
DDD;2013B;522538;F;London Region;A Level or Equivalent;0;180;N;55.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
DDD;2014B;614649;M;Wales;Lower Than A Level;0;60;N;75.0;True;False;False;0.0;0.16666666666666666;0.0;0.0;24.76608187134503;1.7412280701754388;0
BBB;2014J;640753;M;North Western Region;Lower Than A Level;0;60;N;15.0;True;False;False;0.0;0.4;0.0;0.0;63.388392857142854;1.2202380952380951;0
FFF;2013J;2611986;M;Scotland;A Level or Equivalent;0;60;N;75.0;False;True;False;0.0;0.25;0.0;0.0;15.665101046828989;2.7997155785391077;0
FFF;2013J;608043;M;South East Region;HE Qualification;0;60;N;25.0;True;False;False;0.0;1.0;0.0;0.0;119.1556951553265;2.651675343992123;0
DDD;2014J;640975;M;South Region;A Level or Equivalent;0;60;N;47.115494568324756;True;False;False;0.0;1.0;1.0;62.0;110.07921527219037;1.664253618101352;0
BBB;2013J;595436;F;Wales;HE Qualification;0;90;N;15.0;True;False;False;0.0;0.8181818181818182;0.0;0.0;118.92430171034822;2.505345350887987;0
FFF;2013J;585466;M;South East Region;Lower Than A Level;0;60;N;85.0;False;True;False;0.0;1.0;0.0;0.0;89.10366200374912;2.6896385843556208;0
FFF;2014J;641565;M;West Midlands Region;Lower Than A Level;0;180;N;15.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
BBB;2013B;553125;F;South East Region;A Level or Equivalent;0;120;Y;35.0;False;True;False;0.0;1.0;0.0;0.0;61.29820907464649;1.7011586322661654;0
EEE;2014J;690724;M;West Midlands Region;No Formal quals;0;90;N;35.0;True;False;False;0.0;1.0;0.0;0.0;74.27827031345477;3.3680963205147836;0
FFF;2013J;293317;F;West Midlands Region;A Level or Equivalent;0;60;N;5.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
FFF;2013J;289826;F;Scotland;Lower Than A Level;1;150;N;15.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
DDD;2013J;1840610;M;West Midlands Region;HE Qualification;1;60;N;45.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
DDD;2013B;529025;M;South Region;A Level or Equivalent;0;60;N;35.0;False;True;False;0.0;1.0;1.0;78.0;77.0782939857423;1.5959526589311765;0
BBB;2014J;680926;F;East Anglian Region;A Level or Equivalent;0;60;N;65.0;True;False;False;0.0;1.0;0.0;0.0;84.26306439990199;2.1954299967119106;0
DDD;2014J;686312;F;East Midlands Region;Lower Than A Level;0;60;N;85.0;True;False;False;0.0;1.0;1.0;62.0;96.9306472961501;1.3348241737860498;0
CCC;2014B;575287;F;West Midlands Region;A Level or Equivalent;0;120;N;15.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
BBB;2014B;511238;M;East Anglian Region;HE Qualification;0;120;N;55.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
FFF;2013J;228695;M;East Midlands Region;A Level or Equivalent;0;120;N;45.0;True;False;False;0.0;1.0;0.0;0.0;112.17951223781968;3.5367695796267227;0
EEE;2014B;632004;M;West Midlands Region;HE Qualification;0;30;N;65.0;False;True;False;0.0;1.0;0.0;0.0;90.945278998779;3.2863791116291114;0
EEE;2013J;595515;M;Wales;A Level or Equivalent;0;30;N;45.0;False;True;False;0.0;0.8558041112454655;0.0;0.0;25.40909090909091;4.068181818181818;0
BBB;2014B;614212;F;East Midlands Region;Lower Than A Level;0;90;N;45.0;True;False;False;0.0;1.0;0.0;0.0;74.3467032967033;1.5042124542124542;0
DDD;2013J;2642498;F;Scotland;Lower Than A Level;2;120;Y;5.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
CCC;2014J;685988;F;North Region;HE Qualification;0;150;N;47.115494568324756;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
GGG;2014J;687143;F;West Midlands Region;A Level or Equivalent;0;30;N;15.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
FFF;2013B;556542;M;North Region;A Level or Equivalent;0;60;Y;47.115494568324756;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
BBB;2014B;411895;F;East Anglian Region;Lower Than A Level;3;120;N;5.0;True;False;False;0.0;0.2727272727272727;0.0;0.0;19.351190476190478;1.392857142857143;0
FFF;2014J;656800;M;West Midlands Region;Lower Than A Level;0;240;N;25.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
DDD;2014J;694006;M;South Region;A Level or Equivalent;0;60;N;95.0;True;False;False;0.0;1.0;1.0;51.0;113.18175113710201;2.5553335499241934;0
GGG;2014B;38187;F;East Anglian Region;Lower Than A Level;0;30;N;55.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
FFF;2013J;241039;M;West Midlands Region;Lower Than A Level;0;60;N;45.0;False;True;False;0.0;1.0;0.0;0.0;97.59108917078133;3.1174085280849115;0
BBB;2013J;572752;F;London Region;HE Qualification;0;60;N;95.0;False;True;False;0.0;1.0;0.0;0.0;138.34594550893362;2.231263642978414;0
BBB;2014J;646906;M;West Midlands Region;Lower Than A Level;0;60;N;85.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
AAA;2013J;157568;F;South West Region;A Level or Equivalent;0;60;N;95.0;True;False;False;07.нояб;1.0;0.0;0.0;116.43361053728128;4.034390063032999;0
BBB;2013B;534652;F;West Midlands Region;A Level or Equivalent;0;60;N;45.0;True;False;False;0.0;0.8181818181818182;0.0;0.0;95.86935650546182;1.883276451702448;0
FFF;2014J;646551;M;London Region;A Level or Equivalent;0;60;N;45.0;False;True;False;0.0;1.0;0.0;0.0;101.70980047987139;3.645037241568729;0
GGG;2014B;617238;F;South West Region;Lower Than A Level;0;30;N;45.0;False;True;False;0.0;0.5555555555555556;0.0;0.0;55.361507936507934;2.8263392857142855;0
EEE;2014B;2600862;F;Scotland;A Level or Equivalent;0;90;N;95.0;True;False;False;0.0;1.0;0.0;0.0;113.74016982501045;5.098055567452453;0
GGG;2014B;399120;F;London Region;Lower Than A Level;0;30;N;25.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
BBB;2014J;106383;F;Scotland;HE Qualification;0;60;N;55.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
DDD;2014B;558292;M;West Midlands Region;A Level or Equivalent;0;180;N;75.0;True;False;False;0.0;1.0;1.0;42.0;117.80501663130126;2.777702347498614;0
BBB;2014B;635113;F;South Region;Lower Than A Level;0;60;N;85.0;True;False;False;0.0;1.0;0.0;0.0;132.49494949494948;2.6443001443001446;0
DDD;2014B;627333;M;South East Region;Lower Than A Level;0;120;N;15.0;False;True;False;0.0;0.16666666666666666;1.0;53.0;166.06246908701684;1.8507121964655124;0
BBB;2013J;601504;F;Ireland;Lower Than A Level;0;60;N;55.0;False;True;False;0.0;1.0;0.0;0.0;106.8239778258893;2.2313236212012972;0
DDD;2014J;645939;M;South Region;A Level or Equivalent;0;120;N;45.0;True;False;False;0.0;1.0;1.0;64.0;135.56318035786882;1.5988177235274756;0
CCC;2014B;589722;M;Ireland;A Level or Equivalent;0;60;N;55.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
BBB;2013J;610802;F;Wales;A Level or Equivalent;0;120;N;45.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
FFF;2014B;268845;M;West Midlands Region;HE Qualification;0;120;N;45.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
BBB;2014B;564810;F;East Anglian Region;A Level or Equivalent;0;120;N;45.0;False;True;False;0.0;0.0;0.0;0.0;0.0;0.0;1
CCC;2014B;631300;M;East Anglian Region;A Level or Equivalent;0;90;N;15.0;True;False;False;0.0;0.0;0.0;0.0;0.0;0.0;1
