,code_module,code_presentation,id_student,gender,region,highest_education,num_of_prev_attempts,studied_credits,disability,final_result,imd_band_numeric,age_0-35,age_35-55,age_55<=,weighted_grade,pass_rate,exam_taken,exam_score_filled,date,sum_click
5302,BBB,2014B,571223,F,East Anglian Region,Lower Than A Level,0,60,N,Pass,35.0,True,False,False,0.0,0.9090909090909092,0.0,0.0,137.8587417221773,1.9144793194787828
5303,BBB,2014B,571540,F,East Anglian Region,Lower Than A Level,1,120,N,Pass,95.0,True,False,False,0.0,0.9090909090909092,0.0,0.0,79.5867019884877,2.535866910866911
5304,BBB,2014B,571614,F,Ireland,Lower Than A Level,1,180,N,Pass,15.0,True,False,False,0.0,0.9090909090909092,0.0,0.0,99.7503639217925,1.713476800976801
5305,BBB,2014B,571732,F,South East Region,Lower Than A Level,1,180,N,Withdrawn,75.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0
5306,BBB,2014B,571880,F,Scotland,Lower Than A Level,0,120,N,Pass,35.0,True,False,False,0.0,1.0,0.0,0.0,78.93697930539997,1.6446664564324396
5307,BBB,2014B,571897,F,East Midlands Region,A Level or Equivalent,0,120,Y,Pass,85.0,True,False,False,0.0,0.8181818181818182,0.0,0.0,87.37795431420432,1.9028439153439152
5308,BBB,2014B,571954,M,London Region,HE Qualification,0,120,N,Pass,15.0,True,False,False,0.0,1.0,0.0,0.0,61.27477716727717,1.3151251526251526
5309,BBB,2014B,572187,F,Scotland,HE Qualification,0,120,N,Fail,85.0,True,False,False,0.0,0.7272727272727273,0.0,0.0,49.20156114605171,1.6112060497154836
5310,BBB,2014B,572290,M,South East Region,HE Qualification,1,180,N,Pass,25.0,True,False,False,0.0,1.0,0.0,0.0,103.72057427622212,2.1480283974054735
5311,BBB,2014B,572370,F,East Midlands Region,A Level or Equivalent,0,210,N,Withdrawn,45.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0
5312,BBB,2014B,572378,F,London Region,Lower Than A Level,0,240,Y,Withdrawn,15.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
5313,BBB,2014B,572987,M,Yorkshire Region,Lower Than A Level,1,180,Y,Withdrawn,5.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0
5314,BBB,2014B,573000,F,London Region,HE Qualification,0,120,N,Withdrawn,25.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0
5315,BBB,2014B,573108,F,South Region,A Level or Equivalent,0,120,N,Withdrawn,85.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
5316,BBB,2014B,573323,F,South West Region,A Level or Equivalent,0,120,N,Distinction,75.0,True,False,False,0.0,0.9090909090909092,0.0,0.0,84.62539682539682,2.458730158730159
5317,BBB,2014B,573488,F,East Anglian Region,Lower Than A Level,1,120,N,Pass,75.0,False,True,False,0.0,1.0,0.0,0.0,64.5436507936508,1.7261904761904765
5318,BBB,2014B,573496,F,South Region,A Level or Equivalent,1,180,N,Pass,25.0,True,False,False,0.0,0.8181818181818182,0.0,0.0,73.78369047619047,1.705833333333333
5319,BBB,2014B,573806,F,South East Region,A Level or Equivalent,0,120,N,Distinction,25.0,False,True,False,0.0,1.0,0.0,0.0,110.7326365207864,1.91528472353709
5320,BBB,2014B,573824,F,South East Region,Lower Than A Level,0,120,N,Withdrawn,25.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0
5321,BBB,2014B,573851,F,East Midlands Region,Lower Than A Level,0,120,N,Pass,25.0,True,False,False,0.0,0.9090909090909092,0.0,0.0,143.59280903452316,2.1217507573322987
5322,BBB,2014B,573853,F,Ireland,A Level or Equivalent,0,60,N,Pass,47.11549456832475,False,True,False,0.0,0.9090909090909092,0.0,0.0,114.4509051554506,2.745867768595041
5323,BBB,2014B,574057,F,London Region,Lower Than A Level,0,60,N,Fail,5.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0
5324,BBB,2014B,574264,F,East Midlands Region,Lower Than A Level,0,120,N,Withdrawn,45.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
5325,BBB,2014B,574553,F,London Region,Lower Than A Level,0,150,N,Withdrawn,25.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
5326,BBB,2014B,574569,F,London Region,A Level or Equivalent,0,120,N,Pass,35.0,True,False,False,0.0,1.0,0.0,0.0,129.57482705920205,1.5489864864864864
5327,BBB,2014B,574748,F,West Midlands Region,Lower Than A Level,1,150,N,Withdrawn,5.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
5328,BBB,2014B,574935,F,East Anglian Region,Lower Than A Level,0,120,N,Withdrawn,45.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0
5329,BBB,2014B,574944,F,West Midlands Region,A Level or Equivalent,0,60,N,Withdrawn,25.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
5330,BBB,2014B,575251,F,Scotland,A Level or Equivalent,0,120,Y,Withdrawn,5.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0
5331,BBB,2014B,575602,F,London Region,A Level or Equivalent,0,120,N,Pass,75.0,True,False,False,0.0,1.0,0.0,0.0,135.7225933431068,1.5537942449707154
5332,BBB,2014B,575680,F,South East Region,Lower Than A Level,1,120,N,Pass,85.0,True,False,False,0.0,1.0,0.0,0.0,78.77633415435139,1.6599958949096878
5333,BBB,2014B,575980,F,London Region,Lower Than A Level,0,120,N,Withdrawn,35.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
5334,BBB,2014B,575990,F,South West Region,Lower Than A Level,0,60,N,Withdrawn,15.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
5335,BBB,2014B,576179,F,North Western Region,No Formal quals,0,60,N,Withdrawn,5.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
5336,BBB,2014B,576375,F,North Western Region,Lower Than A Level,1,120,N,Pass,47.11549456832475,True,False,False,0.0,1.0,0.0,0.0,110.16480343980344,1.8692523692523693
5337,BBB,2014B,576738,F,South Region,Lower Than A Level,0,120,N,Distinction,65.0,True,False,False,0.0,1.0,0.0,0.0,141.34186757686444,1.9070803683688728
5338,BBB,2014B,577170,F,West Midlands Region,HE Qualification,1,150,N,Fail,15.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
5339,BBB,2014B,577304,F,North Western Region,Lower Than A Level,1,120,N,Fail,25.0,False,True,False,0.0,0.1818181818181818,0.0,0.0,15.713333333333331,4.58
5340,BBB,2014B,577527,F,South East Region,Lower Than A Level,1,120,N,Pass,65.0,False,True,False,0.0,1.0,0.0,0.0,105.6883855162925,1.6334742776603242
5341,BBB,2014B,577676,F,South Region,HE Qualification,0,60,N,Pass,95.0,True,False,False,0.0,1.0,0.0,0.0,107.14268688045844,1.5641075329766372
5342,BBB,2014B,577905,F,South West Region,Lower Than A Level,1,120,N,Fail,5.0,True,False,False,0.0,0.0909090909090909,0.0,0.0,20.5,1.0
5343,BBB,2014B,578003,F,South West Region,HE Qualification,0,120,N,Fail,35.0,True,False,False,0.0,0.3636363636363636,0.0,0.0,13.747726783020902,1.7208144796380092
5344,BBB,2014B,578282,F,North Region,Lower Than A Level,0,120,N,Fail,35.0,True,False,False,0.0,0.4545454545454545,0.0,0.0,12.62699013949014,2.409077959077959
5345,BBB,2014B,578574,F,East Midlands Region,Lower Than A Level,1,120,N,Pass,25.0,True,False,False,0.0,0.9090909090909092,0.0,0.0,101.75701542462023,1.9705256419736232
5346,BBB,2014B,579255,F,Wales,Lower Than A Level,1,120,N,Withdrawn,55.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
5347,BBB,2014B,579448,F,Scotland,Lower Than A Level,1,120,N,Withdrawn,15.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
5348,BBB,2014B,579537,F,Ireland,A Level or Equivalent,0,60,N,Pass,47.11549456832475,False,True,False,0.0,1.0,0.0,0.0,80.46859903381643,2.1207729468599035
5349,BBB,2014B,579720,F,West Midlands Region,A Level or Equivalent,0,60,N,Fail,5.0,True,False,False,0.0,0.8181818181818182,0.0,0.0,97.29200886028173,1.9355978206885591
5350,BBB,2014B,580688,F,South Region,A Level or Equivalent,0,180,N,Distinction,65.0,True,False,False,0.0,0.9090909090909092,0.0,0.0,105.55683290995748,2.2953479237124697
5351,BBB,2014B,581222,M,East Midlands Region,A Level or Equivalent,0,240,N,Pass,55.0,True,False,False,0.0,1.0,0.0,0.0,71.51883736542533,1.6470362682350228
5352,BBB,2014B,581333,F,South West Region,A Level or Equivalent,0,120,N,Withdrawn,75.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
5353,BBB,2014B,581353,F,South West Region,Lower Than A Level,0,180,N,Pass,95.0,True,False,False,0.0,1.0,0.0,0.0,87.73360215053764,1.863359720232179
5354,BBB,2014B,581459,F,South West Region,Lower Than A Level,1,120,N,Fail,75.0,True,False,False,0.0,0.2727272727272727,0.0,0.0,15.723809523809525,2.577777777777778
5355,BBB,2014B,581647,F,East Midlands Region,Lower Than A Level,1,120,Y,Withdrawn,25.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
5356,BBB,2014B,582496,F,West Midlands Region,Lower Than A Level,0,120,N,Withdrawn,5.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
5357,BBB,2014B,582742,F,West Midlands Region,Lower Than A Level,0,120,N,Fail,25.0,True,False,False,0.0,0.6363636363636364,0.0,0.0,51.88574058512294,1.927794895736072
5358,BBB,2014B,583102,F,East Anglian Region,A Level or Equivalent,0,120,N,Fail,55.0,True,False,False,0.0,0.8181818181818182,0.0,0.0,122.18487484737486,1.7310897435897437
5359,BBB,2014B,583950,F,North Western Region,Lower Than A Level,0,60,N,Fail,5.0,True,False,False,0.0,1.0,0.0,0.0,97.53487886382622,1.8926482873851296
5360,BBB,2014B,584566,F,London Region,No Formal quals,0,60,N,Withdrawn,15.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
5361,BBB,2014B,584632,F,West Midlands Region,Lower Than A Level,1,180,N,Fail,5.0,False,True,False,0.0,0.7404752923425123,0.0,0.0,-7.125,1.625
5362,BBB,2014B,584762,F,East Anglian Region,Lower Than A Level,1,120,N,Withdrawn,15.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
5363,BBB,2014B,585048,M,North Western Region,HE Qualification,0,120,N,Pass,5.0,True,False,False,0.0,1.0,0.0,0.0,106.52537581649514,1.4456017155832142
5364,BBB,2014B,585150,F,West Midlands Region,A Level or Equivalent,0,60,N,Pass,5.0,True,False,False,0.0,1.0,0.0,0.0,114.27196804647784,1.4919898329702252
5365,BBB,2014B,585283,F,South Region,A Level or Equivalent,0,120,N,Withdrawn,5.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
5366,BBB,2014B,585547,F,London Region,A Level or Equivalent,0,120,N,Pass,55.0,True,False,False,0.0,1.0,0.0,0.0,103.92090945241068,2.797728317946881
5367,BBB,2014B,585727,F,East Anglian Region,A Level or Equivalent,0,120,N,Fail,95.0,False,True,False,0.0,0.3636363636363636,0.0,0.0,43.41388888888889,1.3861111111111113
5368,BBB,2014B,586086,F,Wales,Lower Than A Level,0,60,N,Pass,85.0,False,True,False,0.0,0.9090909090909092,0.0,0.0,69.00241668323063,2.0847083794758214
5369,BBB,2014B,586111,F,South Region,Lower Than A Level,1,120,Y,Fail,45.0,True,False,False,0.0,0.7404752923425123,0.0,0.0,86.28787878787878,1.4696969696969695
5370,BBB,2014B,586133,F,London Region,A Level or Equivalent,0,270,N,Withdrawn,35.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
5371,BBB,2014B,586417,F,North Western Region,A Level or Equivalent,0,60,N,Withdrawn,25.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0
5372,BBB,2014B,586435,F,London Region,Lower Than A Level,0,120,N,Withdrawn,5.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
5373,BBB,2014B,586712,F,East Midlands Region,A Level or Equivalent,0,120,N,Pass,55.0,False,True,False,0.0,1.0,0.0,0.0,109.29435073609908,1.9848505045843112
5374,BBB,2014B,586995,F,South Region,Lower Than A Level,0,120,N,Pass,55.0,True,False,False,0.0,1.0,0.0,0.0,138.4705323543559,1.5206156199853678
5375,BBB,2014B,587181,F,South Region,A Level or Equivalent,0,60,N,Pass,85.0,False,True,False,0.0,0.7272727272727273,0.0,0.0,68.64465894465894,2.7668811668811673
5376,BBB,2014B,587524,F,Yorkshire Region,A Level or Equivalent,0,120,N,Distinction,35.0,False,True,False,0.0,1.0,0.0,0.0,91.933154078037,2.083266577681629
5377,BBB,2014B,587538,F,South East Region,Lower Than A Level,0,120,N,Distinction,85.0,False,True,False,0.0,0.8181818181818182,0.0,0.0,81.87245457393485,1.8453242481203007
5378,BBB,2014B,587780,F,North Western Region,A Level or Equivalent,0,120,N,Pass,55.0,True,False,False,0.0,1.0,0.0,0.0,103.4891718345008,1.831806947925369
5379,BBB,2014B,588039,F,South East Region,A Level or Equivalent,0,120,N,Pass,55.0,False,True,False,0.0,0.7272727272727273,0.0,0.0,75.92300250626566,1.7675238095238095
5380,BBB,2014B,588096,F,West Midlands Region,Lower Than A Level,0,60,N,Withdrawn,85.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
5381,BBB,2014B,588302,F,Scotland,A Level or Equivalent,0,60,N,Pass,95.0,True,False,False,0.0,1.0,0.0,0.0,82.02298726589048,2.1700314458378975
5382,BBB,2014B,588459,F,Wales,Lower Than A Level,1,120,N,Fail,45.0,True,False,False,0.0,0.4545454545454545,0.0,0.0,63.11781464722641,1.79189710072063
5383,BBB,2014B,588484,F,Yorkshire Region,A Level or Equivalent,0,60,N,Pass,5.0,True,False,False,0.0,0.9090909090909092,0.0,0.0,59.01298701298701,2.8945887445887446
5384,BBB,2014B,588495,F,South West Region,Lower Than A Level,0,120,N,Withdrawn,35.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0
5385,BBB,2014B,588592,F,Wales,Lower Than A Level,0,240,Y,Withdrawn,25.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
5386,BBB,2014B,588685,F,Scotland,HE Qualification,1,120,Y,Fail,55.0,False,True,False,0.0,0.3636363636363636,0.0,0.0,60.37362637362638,1.6459096459096458
5387,BBB,2014B,589300,F,North Western Region,Lower Than A Level,0,120,N,Withdrawn,65.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
5388,BBB,2014B,589333,F,South Region,A Level or Equivalent,0,120,N,Pass,45.0,True,False,False,0.0,0.9090909090909092,0.0,0.0,96.76598521077236,1.8393941202368775
5389,BBB,2014B,589444,F,South West Region,A Level or Equivalent,0,120,N,Distinction,45.0,True,False,False,0.0,0.9090909090909092,0.0,0.0,97.07768656800914,2.0590626655142783
5390,BBB,2014B,589862,F,North Western Region,Lower Than A Level,0,120,N,Pass,45.0,True,False,False,0.0,0.9090909090909092,0.0,0.0,120.74403751803752,1.829451762523191
5391,BBB,2014B,589997,F,South West Region,A Level or Equivalent,0,60,N,Distinction,85.0,False,True,False,0.0,1.0,0.0,0.0,69.62472342472341,2.259487734487734
5392,BBB,2014B,590408,F,London Region,Lower Than A Level,0,60,Y,Fail,5.0,True,False,False,0.0,0.8181818181818182,0.0,0.0,108.32546554783336,1.5977799727744375
5393,BBB,2014B,590520,F,South West Region,No Formal quals,0,120,N,Fail,35.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
5394,BBB,2014B,590798,M,South Region,HE Qualification,0,60,N,Withdrawn,35.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
5395,BBB,2014B,590812,F,Wales,Lower Than A Level,1,120,N,Fail,5.0,False,True,False,0.0,0.1818181818181818,0.0,0.0,63.05132275132276,1.4156084656084655
5396,BBB,2014B,590870,F,South East Region,A Level or Equivalent,0,60,N,Fail,35.0,True,False,False,0.0,0.2727272727272727,0.0,0.0,13.478571428571428,4.234523809523809
5397,BBB,2014B,591094,F,West Midlands Region,Lower Than A Level,0,90,N,Withdrawn,5.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
5398,BBB,2014B,591309,F,North Western Region,Lower Than A Level,0,180,N,Withdrawn,5.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
5399,BBB,2014B,591547,F,North Region,A Level or Equivalent,0,120,N,Fail,15.0,True,False,False,0.0,0.6363636363636364,0.0,0.0,50.299639734107,2.2416387647188825
5400,BBB,2014B,591725,F,Wales,Lower Than A Level,1,120,N,Fail,45.0,True,False,False,0.0,0.2727272727272727,0.0,0.0,21.0,1.0
5401,BBB,2014B,591743,F,North Region,Lower Than A Level,0,60,N,Fail,35.0,False,True,False,0.0,0.3636363636363636,0.0,0.0,15.629901960784313,1.736344537815126
5402,BBB,2014B,592193,F,South East Region,A Level or Equivalent,0,120,N,Distinction,85.0,False,True,False,0.0,1.0,0.0,0.0,120.97713109935331,1.746407995296884
5403,BBB,2014B,592602,F,South Region,Lower Than A Level,0,120,N,Withdrawn,85.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
5404,BBB,2014B,592725,M,West Midlands Region,A Level or Equivalent,0,180,N,Pass,47.11549456832475,True,False,False,0.0,0.8181818181818182,0.0,0.0,101.3671497584541,1.565734989648033
5405,BBB,2014B,593345,F,Yorkshire Region,A Level or Equivalent,0,240,N,Fail,65.0,True,False,False,0.0,0.7272727272727273,0.0,0.0,63.76477072310406,1.8928571428571428
5406,BBB,2014B,593465,F,Yorkshire Region,A Level or Equivalent,0,60,N,Withdrawn,65.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
5407,BBB,2014B,594061,F,East Anglian Region,A Level or Equivalent,0,60,N,Distinction,45.0,True,False,False,0.0,1.0,0.0,0.0,102.81779978098324,1.4734414797559927
5408,BBB,2014B,594417,F,Yorkshire Region,HE Qualification,0,60,N,Pass,65.0,True,False,False,0.0,1.0,0.0,0.0,152.30888888888887,4.085925925925926
5409,BBB,2014B,594774,F,South Region,A Level or Equivalent,1,120,N,Fail,25.0,False,True,False,0.0,0.7404752923425123,0.0,0.0,-5.0,1.5333333333333332
5410,BBB,2014B,595047,F,East Midlands Region,Lower Than A Level,1,180,N,Pass,85.0,True,False,False,0.0,1.0,0.0,0.0,98.93497168198525,1.7615155039724004
5411,BBB,2014B,596171,M,North Region,HE Qualification,0,70,N,Distinction,85.0,True,False,False,0.0,1.0,0.0,0.0,88.38968546595088,1.6230534191948518
5412,BBB,2014B,596533,F,Yorkshire Region,A Level or Equivalent,0,180,N,Pass,25.0,True,False,False,0.0,0.9090909090909092,0.0,0.0,98.33017046101853,1.7310167349106118
5413,BBB,2014B,596602,F,Scotland,A Level or Equivalent,0,60,N,Withdrawn,75.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
5414,BBB,2014B,597316,F,North Western Region,Lower Than A Level,0,120,Y,Pass,45.0,True,False,False,0.0,0.9090909090909092,0.0,0.0,76.68024364830431,2.0511858885525043
5415,BBB,2014B,597321,F,North Western Region,Lower Than A Level,1,120,N,Fail,5.0,True,False,False,0.0,0.7404752923425123,0.0,0.0,24.0,3.0
5416,BBB,2014B,597610,F,Wales,Lower Than A Level,0,75,N,Withdrawn,25.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0
5417,BBB,2014B,597730,F,East Midlands Region,A Level or Equivalent,0,180,N,Fail,15.0,True,False,False,0.0,0.8181818181818182,0.0,0.0,137.3612586884913,2.190261344013466
5418,BBB,2014B,597744,F,North Region,Lower Than A Level,0,120,N,Withdrawn,5.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
5419,BBB,2014B,597882,F,East Midlands Region,A Level or Equivalent,0,150,N,Pass,35.0,False,True,False,0.0,0.9090909090909092,0.0,0.0,99.85700141035436,1.902841970121382
5420,BBB,2014B,598150,F,West Midlands Region,A Level or Equivalent,0,180,N,Withdrawn,15.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
5421,BBB,2014B,598250,F,East Midlands Region,Lower Than A Level,0,120,N,Withdrawn,45.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
5422,BBB,2014B,598313,M,London Region,A Level or Equivalent,0,120,N,Withdrawn,45.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0
5423,BBB,2014B,598415,F,South Region,Lower Than A Level,0,120,N,Withdrawn,35.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
5424,BBB,2014B,598451,M,East Anglian Region,Lower Than A Level,0,120,N,Withdrawn,85.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0
5425,BBB,2014B,598495,F,Scotland,HE Qualification,0,60,N,Fail,5.0,True,False,False,0.0,0.1818181818181818,0.0,0.0,12.70234593837535,2.445669934640523
5426,BBB,2014B,598614,F,Scotland,A Level or Equivalent,0,120,N,Pass,15.0,True,False,False,0.0,0.9090909090909092,0.0,0.0,93.84444444444443,1.9333333333333331
5427,BBB,2014B,598624,F,East Midlands Region,A Level or Equivalent,0,120,N,Pass,65.0,True,False,False,0.0,1.0,0.0,0.0,89.58074633699633,1.982486263736264
5428,BBB,2014B,598694,F,West Midlands Region,A Level or Equivalent,0,120,N,Pass,95.0,True,False,False,0.0,1.0,0.0,0.0,90.01745198475221,1.7189004900020437
5429,BBB,2014B,598836,F,West Midlands Region,A Level or Equivalent,0,120,N,Withdrawn,35.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
5430,BBB,2014B,598918,M,Ireland,A Level or Equivalent,0,60,N,Distinction,45.0,True,False,False,0.0,1.0,0.0,0.0,99.0001648852312,1.761132084054156
5431,BBB,2014B,599132,F,North Western Region,HE Qualification,0,60,N,Pass,65.0,False,True,False,0.0,0.9090909090909092,0.0,0.0,89.57023105100028,2.09530853761623
5432,BBB,2014B,599161,F,Scotland,Lower Than A Level,1,120,N,Fail,75.0,False,True,False,0.0,0.7272727272727273,0.0,0.0,79.19010691849421,1.868095920153778
5433,BBB,2014B,599202,F,Scotland,A Level or Equivalent,1,120,N,Distinction,75.0,True,False,False,0.0,1.0,0.0,0.0,98.1272985301828,1.818414352235486
5434,BBB,2014B,599207,F,Wales,Lower Than A Level,0,60,Y,Pass,25.0,False,True,False,0.0,0.8181818181818182,0.0,0.0,89.1778178980832,2.121675975380492
5435,BBB,2014B,599382,F,South West Region,HE Qualification,0,180,N,Withdrawn,75.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0
5436,BBB,2014B,599430,F,Scotland,HE Qualification,0,120,N,Withdrawn,25.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
5437,BBB,2014B,599480,F,London Region,Lower Than A Level,1,120,N,Withdrawn,35.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
5438,BBB,2014B,599495,F,South West Region,A Level or Equivalent,0,60,N,Distinction,55.0,False,True,False,0.0,1.0,0.0,0.0,117.3313297382536,1.9162387502064453
5439,BBB,2014B,599769,F,South Region,Lower Than A Level,0,150,Y,Fail,65.0,True,False,False,0.0,0.3636363636363636,0.0,0.0,25.86125541125541,2.06514652014652
5440,BBB,2014B,599990,F,East Midlands Region,A Level or Equivalent,1,180,N,Pass,85.0,False,True,False,0.0,1.0,0.0,0.0,103.66785388212936,1.776039240529915
5441,BBB,2014B,600259,F,South East Region,Lower Than A Level,0,120,N,Withdrawn,15.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
5442,BBB,2014B,600407,F,North Western Region,Lower Than A Level,1,180,N,Withdrawn,45.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
5443,BBB,2014B,601010,M,Wales,HE Qualification,0,60,N,Pass,85.0,True,False,False,0.0,0.8181818181818182,0.0,0.0,72.44862167746783,1.5629801822109517
5444,BBB,2014B,601238,F,East Midlands Region,Lower Than A Level,1,120,N,Pass,35.0,False,True,False,0.0,0.9090909090909092,0.0,0.0,119.94056329849012,1.7798586914440575
5445,BBB,2014B,601316,F,South West Region,Lower Than A Level,0,120,N,Withdrawn,45.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0
5446,BBB,2014B,601356,F,East Anglian Region,Lower Than A Level,0,120,N,Distinction,65.0,True,False,False,0.0,0.9090909090909092,0.0,0.0,105.0232611764495,1.669714494322623
5447,BBB,2014B,601616,F,West Midlands Region,A Level or Equivalent,0,90,N,Pass,5.0,True,False,False,0.0,1.0,0.0,0.0,102.16402116402116,1.9368386243386244
5448,BBB,2014B,601862,F,Wales,Lower Than A Level,0,60,N,Pass,65.0,True,False,False,0.0,1.0,0.0,0.0,134.53541559993175,1.8410138248847925
5449,BBB,2014B,602011,F,Scotland,Lower Than A Level,1,120,Y,Fail,35.0,True,False,False,0.0,0.6363636363636364,0.0,0.0,64.2971978885894,1.7948674752920035
5450,BBB,2014B,602815,F,Yorkshire Region,Lower Than A Level,0,60,N,Fail,35.0,True,False,False,0.0,0.6363636363636364,0.0,0.0,71.36885683760684,2.302980006105006
5451,BBB,2014B,602898,F,London Region,Lower Than A Level,0,60,N,Withdrawn,55.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
5452,BBB,2014B,602929,F,South Region,Lower Than A Level,0,60,N,Fail,65.0,True,False,False,0.0,0.4545454545454545,0.0,0.0,32.35282651072125,1.50682261208577
5453,BBB,2014B,602991,F,North Western Region,A Level or Equivalent,0,60,N,Pass,85.0,False,True,False,0.0,0.8181818181818182,0.0,0.0,74.96996790418565,2.2610922561451785
5454,BBB,2014B,603061,F,Ireland,Lower Than A Level,0,60,N,Withdrawn,55.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0
5455,BBB,2014B,603112,F,South Region,Lower Than A Level,0,120,N,Pass,55.0,True,False,False,0.0,0.7272727272727273,0.0,0.0,138.58410698496905,2.3244031830238727
5456,BBB,2014B,603348,F,South Region,Lower Than A Level,0,60,N,Withdrawn,45.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
5457,BBB,2014B,603543,F,East Midlands Region,Lower Than A Level,0,60,N,Fail,45.0,True,False,False,0.0,0.7404752923425123,0.0,0.0,20.727272727272727,1.9545454545454544
5458,BBB,2014B,603739,F,South West Region,Lower Than A Level,0,60,N,Withdrawn,25.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
5459,BBB,2014B,603762,F,South East Region,A Level or Equivalent,0,60,N,Distinction,55.0,True,False,False,0.0,1.0,0.0,0.0,64.9685055272109,1.6797619047619048
5460,BBB,2014B,603888,F,Ireland,Lower Than A Level,0,60,N,Withdrawn,75.0,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0
5461,BBB,2014B,604106,F,South West Region,Lower Than A Level,0,120,N,Pass,35.0,True,False,False,0.0,1.0,0.0,0.0,104.0970972479901,1.584724799010513
5462,BBB,2014B,604267,F,East Anglian Region,A Level or Equivalent,0,120,N,Withdrawn,85.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
5463,BBB,2014B,604375,F,East Midlands Region,A Level or Equivalent,0,60,N,Withdrawn,65.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
5464,BBB,2014B,604962,F,Ireland,A Level or Equivalent,1,120,N,Pass,15.0,False,True,False,0.0,1.0,0.0,0.0,86.22821546753423,1.9457466214791592
5465,BBB,2014B,605388,F,Scotland,A Level or Equivalent,0,60,N,Withdrawn,95.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
5466,BBB,2014B,605474,F,Scotland,A Level or Equivalent,0,120,N,Fail,35.0,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0
5467,BBB,2014B,605597,F,Scotland,HE Qualification,1,120,N,Fail,45.0,True,False,False,0.0,0.7272727272727273,0.0,0.0,58.53076923076923,1.8705128205128203
